"","cas","cluster","inchikey","target_gene"
"309","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","HDAC2"
"310","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","HDAC9"
"311","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","OGDH"
"312","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN10A"
"313","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN11A"
"314","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN1A"
"315","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN1B"
"316","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN2A"
"317","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN2B"
"318","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN3A"
"319","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN3B"
"320","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN4A"
"321","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN4B"
"322","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN5A"
"323","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN7A"
"324","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN8A"
"325","1069-66-5",113,"NIJJYAXOARWZEE-UHFFFAOYSA-N","SCN9A"
"326","107-02-8",115,"HGINCPLSRVDWNT-UHFFFAOYSA-N","TRPA1"
"327","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","AKR1C3"
"328","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","CTPS1"
"329","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","DLG4"
"330","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","HSP90AA1"
"331","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","NOS3"
"332","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","PGF"
"333","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","PLA2G1B"
"334","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","PTPN1"
"335","107-41-5",113,"SVTBMSDMJJWYQN-UHFFFAOYSA-N","SELP"
"336","107-75-5",138,"WPFVBOQKRVRMJB-UHFFFAOYSA-N","TRPM8"
"337","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","BCHE"
"338","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","FFAR2"
"339","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","FFAR3"
"340","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","HDAC1"
"341","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","HDAC2"
"342","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","HDAC3"
"343","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","HDAC8"
"344","107-92-6",135,"FERIUCNNQQJTOY-UHFFFAOYSA-N","HCAR2"
"345","1077-28-7",126,"AGBQKNBQESQNJD-UHFFFAOYSA-N","ACHE"
"346","1077-28-7",126,"AGBQKNBQESQNJD-UHFFFAOYSA-N","PTGS2"
"347","107724-20-9",138,"JUKPWJGBANNWMW-UHFFFAOYSA-N","NR3C2"
"348","107753-78-6",41,"YEEZWCHGZNKEEK-UHFFFAOYSA-N","CYSLTR1"
"349","107753-78-6",41,"YEEZWCHGZNKEEK-UHFFFAOYSA-N","CYSLTR2"
"350","107753-78-6",41,"YEEZWCHGZNKEEK-UHFFFAOYSA-N","EPHX2"
"351","107753-78-6",41,"YEEZWCHGZNKEEK-UHFFFAOYSA-N","PPARG"
"352","107868-30-4",17,"BFYIZQONLCFLEV-UHFFFAOYSA-N","CYP19A1"
"353","108-29-2",124,"GAEKPEKOJKCEMS-UHFFFAOYSA-N","CA9"
"354","108-38-3",111,"IVSZLXZYQVIEFR-UHFFFAOYSA-N","ACHE"
"355","108-39-4",99,"RLSSMJSEOOYNOY-UHFFFAOYSA-N","INS"
"356","108-39-4",99,"RLSSMJSEOOYNOY-UHFFFAOYSA-N","ACHE"
"357","108-46-3",115,"GHMLBKRAJCXXBS-UHFFFAOYSA-N","CA12"
"358","108-46-3",115,"GHMLBKRAJCXXBS-UHFFFAOYSA-N","CA14"
"359","108-46-3",115,"GHMLBKRAJCXXBS-UHFFFAOYSA-N","CA2"
"360","108-46-3",115,"GHMLBKRAJCXXBS-UHFFFAOYSA-N","PTGS1"
"361","108-88-3",111,"YXFVVABEGXRONW-UHFFFAOYSA-N","ACHE"
"362","108-95-2",139,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","CA1"
"363","108-95-2",139,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","CA12"
"364","108-95-2",139,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","CA14"
"365","108-95-2",139,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","CA2"
"366","108-95-2",139,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","CA4"
"367","108-95-2",139,"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","CA9"
"368","108612-45-9",24,"PVLJETXTTWAYEW-UHFFFAOYSA-N","HRH1"
"369","108612-45-9",24,"PVLJETXTTWAYEW-UHFFFAOYSA-N","KCNH2"
"370","108929-04-0",8,"WHWZLSFABNNENI-UHFFFAOYSA-N","HRH1"
"371","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","MTOR"
"372","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","PASK"
"373","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","RET"
"374","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","PIP5K1C"
"375","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","PRKCE"
"376","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","MAP3K19"
"377","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","BMPR1B"
"378","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","BRSK1"
"379","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","ACVR2A"
"380","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","ACVR2B"
"381","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","ACVR1"
"382","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","ACVRL1"
"383","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","JAK2"
"384","1092351-67-1",51,"MFAQYJIYDMLAIM-UHFFFAOYSA-N","MAP2K5"
"385","1094-08-2",7,"CDOZDBSBBXSXLB-UHFFFAOYSA-N","CHRM1"
"386","1094-08-2",7,"CDOZDBSBBXSXLB-UHFFFAOYSA-N","CYP1A2"
"387","1094-08-2",7,"CDOZDBSBBXSXLB-UHFFFAOYSA-N","CYP2D6"
"388","1094-08-2",7,"CDOZDBSBBXSXLB-UHFFFAOYSA-N","CHRM2"
"389","1094-08-2",7,"CDOZDBSBBXSXLB-UHFFFAOYSA-N","ACHE"
"390","1094-08-2",7,"CDOZDBSBBXSXLB-UHFFFAOYSA-N","BCHE"
"391","1095-90-5",31,"USSIQXCVUWKGNF-UHFFFAOYSA-N","KCNH2"
"392","1095-90-5",31,"USSIQXCVUWKGNF-UHFFFAOYSA-N","OPRD1"
"393","1095-90-5",31,"USSIQXCVUWKGNF-UHFFFAOYSA-N","OPRK1"
"394","1095-90-5",31,"USSIQXCVUWKGNF-UHFFFAOYSA-N","OPRM1"
"395","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","CHRM1"
"396","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","CHRM2"
"397","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","DRD1"
"398","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","DRD2"
"399","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","HTR2B"
"400","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","CYP1A2"
"401","1098-60-8",1,"XSCGXQMFQXDFCW-UHFFFAOYSA-N","CYP2D6"
"402","109826-26-8",82,"HTGCJAAPDHZCHL-UHFFFAOYSA-N","CALM1"
"403","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","ALDH5A1"
"404","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","ASPH"
"405","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","BBOX1"
"406","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","HSD17B6"
"407","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","OXCT1"
"408","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","OXCT2"
"409","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","P3H1"
"410","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","P3H2"
"411","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","P3H3"
"412","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","P4HA1"
"413","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","P4HA2"
"414","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","PLOD1"
"415","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","PLOD3"
"416","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SDHA"
"417","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SDHB"
"418","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SDHC"
"419","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SDHD"
"420","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SLC13A1"
"421","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SLC13A2"
"422","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SLC13A3"
"423","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SLC25A10"
"424","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SUCLA2"
"425","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SUCLG1"
"426","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SUCLG2"
"427","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","SUCNR1"
"428","110-15-6",100,"KDYFGRWQOYBRFD-UHFFFAOYSA-N","TMLHE"
"429","110-16-7",123,"VZCYOOQTPOCHFL-UHFFFAOYSA-N","SUCNR1"
"430","110-16-7",123,"VZCYOOQTPOCHFL-UHFFFAOYSA-N","INMT"
"431","110-17-8",111,"VZCYOOQTPOCHFL-UHFFFAOYSA-N","SUCNR1"
"432","110-17-8",111,"VZCYOOQTPOCHFL-UHFFFAOYSA-N","INMT"
"433","110-63-4",122,"WERYXYBDKMZEQL-UHFFFAOYSA-N","MAN1B1"
"434","110-63-4",122,"WERYXYBDKMZEQL-UHFFFAOYSA-N","PLA2G2A"
"435","110-63-4",122,"WERYXYBDKMZEQL-UHFFFAOYSA-N","PLA2G2E"
"436","110-85-0",139,"GLUUGHFHXGJENI-UHFFFAOYSA-N","GABRB3"
"437","110-86-1",113,"JUJWROOIHBZHMG-UHFFFAOYSA-N","NAPRT"
"438","110221-44-8",101,"FIQOFIRCTOWDOW-UHFFFAOYSA-N","ACE"
"439","1104-22-9",43,"OCJYIGYOJCODJL-UHFFFAOYSA-N","NR1I3"
"440","1104-22-9",43,"OCJYIGYOJCODJL-UHFFFAOYSA-N","HRH1"
"441","110871-86-8",18,"DZZWHBIBMUVIIW-UHFFFAOYSA-N","TOP2A"
"442","111-20-6",126,"CXMXRPHRNRROMY-UHFFFAOYSA-N","HBB"
"443","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA1"
"444","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA10"
"445","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA3"
"446","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA4"
"447","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA5"
"448","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA8"
"449","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJA9"
"450","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB1"
"451","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB2"
"452","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB3"
"453","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB4"
"454","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB5"
"455","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB6"
"456","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJB7"
"457","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJC1"
"458","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJC2"
"459","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJC3"
"460","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJD2"
"461","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJD3"
"462","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJD4"
"463","111-87-5",112,"KBPLFHHGFOOTCA-UHFFFAOYSA-N","GJE1"
"464","111406-87-2",54,"MWLSOWXNZPKENC-UHFFFAOYSA-N","ALOX5"
"465","111406-87-2",54,"MWLSOWXNZPKENC-UHFFFAOYSA-N","PTGES"
"466","111406-87-2",54,"MWLSOWXNZPKENC-UHFFFAOYSA-N","EPHX2"
"467","111406-87-2",54,"MWLSOWXNZPKENC-UHFFFAOYSA-N","LTA4H"
"468","111406-87-2",54,"MWLSOWXNZPKENC-UHFFFAOYSA-N","ALOX15"
"469","111406-87-2",54,"MWLSOWXNZPKENC-UHFFFAOYSA-N","ALOX5AP"
"470","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","ACACB"
"471","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","PRKAB1"
"472","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB1"
"473","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA4"
"474","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB7"
"475","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA5"
"476","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB11"
"477","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS6"
"478","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS5"
"479","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS7"
"480","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS8"
"481","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFV1"
"482","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFAB1"
"483","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFAF1"
"484","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND6"
"485","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND1"
"486","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND3"
"487","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND5"
"488","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB5"
"489","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFC1"
"490","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB6"
"491","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND4L"
"492","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND4"
"493","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB9"
"494","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA4L2"
"495","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","MT-ND2"
"496","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFC2"
"497","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS1"
"498","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB3"
"499","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS2"
"500","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS4"
"501","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFAF2"
"502","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA1"
"503","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA13"
"504","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFAF4"
"505","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB2"
"506","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA11"
"507","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB10"
"508","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA7"
"509","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA10"
"510","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB8"
"511","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA12"
"512","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFV2"
"513","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA2"
"514","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA3"
"515","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFB4"
"516","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA6"
"517","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFS3"
"518","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFV3"
"519","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA8"
"520","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFA9"
"521","1115-70-4",5,"XZWYZXLIPXDOLR-UHFFFAOYSA-N","NDUFAF3"
"522","111686-79-4",79,"YSGASDXSLKIKOD-UHFFFAOYSA-N","GRIN1"
"523","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA1A"
"524","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA1B"
"525","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA1D"
"526","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA2A"
"527","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA2B"
"528","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA2C"
"529","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM1"
"530","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM2"
"531","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM3"
"532","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM4"
"533","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM5"
"534","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD1"
"535","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD2"
"536","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD3"
"537","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD4"
"538","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD5"
"539","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HRH1"
"540","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1A"
"541","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1B"
"542","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1D"
"543","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1E"
"544","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1F"
"545","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR2A"
"546","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR2C"
"547","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR3A"
"548","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR6"
"549","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR7"
"550","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","SLC6A2"
"551","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","SIGMAR1"
"552","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","H1F0"
"553","111974-69-7",24,"URKOMYMAXPYINW-UHFFFAOYSA-N","KCNH2"
"554","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA1A"
"555","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA1B"
"556","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA1D"
"557","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA2A"
"558","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA2B"
"559","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","ADRA2C"
"560","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM1"
"561","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM2"
"562","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM3"
"563","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM4"
"564","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","CHRM5"
"565","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD1"
"566","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD2"
"567","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD3"
"568","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD4"
"569","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","DRD5"
"570","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HRH1"
"571","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1A"
"572","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1B"
"573","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1D"
"574","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1E"
"575","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR1F"
"576","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR2A"
"577","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR2C"
"578","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR3A"
"579","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR6"
"580","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","HTR7"
"581","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","SLC6A2"
"582","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","SIGMAR1"
"583","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","H1F0"
"584","111974-72-2",47,"URKOMYMAXPYINW-UHFFFAOYSA-N","KCNH2"
"585","112-24-3",125,"VILCJCGEZXAXTO-UHFFFAOYSA-N","CA14"
"586","112-37-8",108,"ZDPHROOEEOARMN-UHFFFAOYSA-N","GPR84"
"587","112-57-2",125,"FAGUFWYHJQFNRV-UHFFFAOYSA-N","SOD1"
"588","112-57-2",125,"FAGUFWYHJQFNRV-UHFFFAOYSA-N","SOD2"
"589","112-80-1",87,"ZQPPMHVWECSIRJ-UHFFFAOYSA-N","FABP1"
"590","112-80-1",87,"ZQPPMHVWECSIRJ-UHFFFAOYSA-N","FFAR4"
"591","112-80-1",87,"ZQPPMHVWECSIRJ-UHFFFAOYSA-N","FABP3"
"592","112-80-1",87,"ZQPPMHVWECSIRJ-UHFFFAOYSA-N","FABP4"
"593","112-80-1",87,"ZQPPMHVWECSIRJ-UHFFFAOYSA-N","FABP5"
"594","112108-01-7",31,"DMJWENQHWZZWDF-UHFFFAOYSA-N","DRD1"
"595","112108-01-7",31,"DMJWENQHWZZWDF-UHFFFAOYSA-N","DRD5"
"596","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","DRD2"
"597","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","DRD4"
"598","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","DRD3"
"599","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","ADRA2B"
"600","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","ADRA2C"
"601","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","HTR2A"
"602","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","ADRA1A"
"603","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","HTR2C"
"604","112192-04-8",31,"HGEYJZMMUGWEOT-UHFFFAOYSA-N","HTR1A"
